id,name,carrier_id,carrier_name,carrier_state,premium,deductible,coverage_type,network_type,benefits,exclusions,rating,last_updated
plan_IL_337,Trustmark Life Insurance Company Standard Plan 3,19253,Trustmark Life Insurance Company,IL,569.0,1191.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.403305
plan_IL_335,Trustmark Life Insurance Company Gold Plan 1,19253,Trustmark Life Insurance Company,IL,656.0,1199.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.403305
plan_IL_323,UnitedHealthOne Basic Plan 2,33798,UnitedHealthOne,IL,280.0,1637.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.401309
plan_IL_322,UnitedHealthOne Basic Plan 1,33798,UnitedHealthOne,IL,334.0,1448.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.401309
plan_IL_324,UnitedHealthOne Silver Plan 3,33798,UnitedHealthOne,IL,590.0,1256.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.401309
plan_IL_346,UnitedHealthcare Basic Plan 3,34446,UnitedHealthcare,IL,226.0,1574.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.405308
plan_IL_348,UnitedHealthcare Basic Plan 2,13947,UnitedHealthcare,IL,229.0,2652.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.405308
plan_IL_355,UnitedHealthcare Basic Plan 1,58239,UnitedHealthcare,IL,273.0,2447.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.406308
plan_IL_349,UnitedHealthcare Bronze Plan 3,13947,UnitedHealthcare,IL,294.0,1005.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.405308
plan_IL_344,UnitedHealthcare Silver Plan 1,34446,UnitedHealthcare,IL,384.0,2002.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.404305
plan_IL_357,UnitedHealthcare Bronze Plan 3,58239,UnitedHealthcare,IL,397.0,2060.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.407308
plan_IL_353,UnitedHealthcare Gold Plan 2,42529,UnitedHealthcare,IL,505.0,922.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.406308
plan_IL_351,UnitedHealthcare Premium Plan 2,92476,UnitedHealthcare,IL,528.0,782.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.406308
plan_IL_350,UnitedHealthcare Silver Plan 1,92476,UnitedHealthcare,IL,583.0,1219.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.405308
plan_IL_345,UnitedHealthcare Silver Plan 2,34446,UnitedHealthcare,IL,586.0,2072.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.405308
plan_IL_347,UnitedHealthcare Gold Plan 1,13947,UnitedHealthcare,IL,661.0,1319.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.405308
plan_IL_352,UnitedHealthcare Gold Plan 1,42529,UnitedHealthcare,IL,686.0,1097.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.406308
plan_IL_356,UnitedHealthcare Premium Plan 2,58239,UnitedHealthcare,IL,692.0,665.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.406308
plan_IL_354,UnitedHealthcare Premium Plan 3,42529,UnitedHealthcare,IL,746.0,1302.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.406308
plan_IL_320,UnitedHealthcare Life Insurance Company Silver Plan 2,66303,UnitedHealthcare Life Insurance Company,IL,414.0,2179.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.401309
plan_IL_321,UnitedHealthcare Life Insurance Company Premium Plan 3,66303,UnitedHealthcare Life Insurance Company,IL,647.0,1150.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.401309
plan_IL_319,UnitedHealthcare Life Insurance Company Premium Plan 1,66303,UnitedHealthcare Life Insurance Company,IL,761.0,930.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.401309
plan_NY_135,Aetna Bronze Plan 3,50138,Aetna,NY,246.0,2056.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.364987
plan_NY_134,Aetna Basic Plan 2,50138,Aetna,NY,363.0,2530.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.364987
plan_NY_139,Aetna Bronze Plan 3,17210,Aetna,NY,375.0,2857.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.364987
plan_NY_140,Aetna Standard Plan 4,17210,Aetna,NY,517.0,1460.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.364987
plan_NY_138,Aetna Silver Plan 2,17210,Aetna,NY,535.0,1240.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.364987
plan_NY_133,Aetna Gold Plan 1,50138,Aetna,NY,622.0,1113.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.363987
plan_NY_137,Aetna Premium Plan 1,17210,Aetna,NY,669.0,1056.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.364987
plan_NY_136,Aetna Gold Plan 4,50138,Aetna,NY,722.0,1444.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.364987
plan_NY_84,"ConnectiCare, Inc. & Affiliates Standard Plan 3",82489,"ConnectiCare, Inc. & Affiliates",NY,322.0,1927.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.354988
plan_NY_83,"ConnectiCare, Inc. & Affiliates Standard Plan 2",82489,"ConnectiCare, Inc. & Affiliates",NY,404.0,1159.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.354988
plan_NY_82,"ConnectiCare, Inc. & Affiliates Silver Plan 1",82489,"ConnectiCare, Inc. & Affiliates",NY,562.0,1843.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.354988
plan_NY_74,"Excellus Health Plan Community Care, LLC. Bronze Plan 1",48083,"Excellus Health Plan Community Care, LLC.",NY,243.0,2073.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.353988
plan_NY_75,"Excellus Health Plan Community Care, LLC. Bronze Plan 2",48083,"Excellus Health Plan Community Care, LLC.",NY,386.0,1186.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.353988
plan_NY_113,"Excellus Health Plan, Inc. Bronze Plan 4",78124,"Excellus Health Plan, Inc.",NY,340.0,1497.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.360987
plan_NY_111,"Excellus Health Plan, Inc. Silver Plan 2",78124,"Excellus Health Plan, Inc.",NY,440.0,1142.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.360987
plan_NY_112,"Excellus Health Plan, Inc. Silver Plan 3",78124,"Excellus Health Plan, Inc.",NY,578.0,1759.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.360987
plan_NY_110,"Excellus Health Plan, Inc. Gold Plan 1",78124,"Excellus Health Plan, Inc.",NY,740.0,1152.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.360987
plan_NY_86,Golden Rule Insurance Company Bronze Plan 2,74539,Golden Rule Insurance Company,NY,233.0,1968.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.355987
plan_NY_87,Golden Rule Insurance Company Standard Plan 3,74539,Golden Rule Insurance Company,NY,426.0,1198.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.355987
plan_NY_85,Golden Rule Insurance Company Gold Plan 1,74539,Golden Rule Insurance Company,NY,666.0,1089.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.355987
plan_NY_142,Highmark Blue Cross Blue Shield of Western New York Basic Plan 2,49526,Highmark Blue Cross Blue Shield of Western New York,NY,245.0,2135.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.365988
plan_NY_141,Highmark Blue Cross Blue Shield of Western New York Basic Plan 1,49526,Highmark Blue Cross Blue Shield of Western New York,NY,271.0,1419.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.365988
plan_NY_144,Highmark Blue Cross Blue Shield of Western New York Standard Plan 4,49526,Highmark Blue Cross Blue Shield of Western New York,NY,507.0,2240.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.365988
plan_NY_143,Highmark Blue Cross Blue Shield of Western New York Gold Plan 3,49526,Highmark Blue Cross Blue Shield of Western New York,NY,574.0,1498.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.365988
plan_NY_148,Highmark Blue Shield of Northeastern New York Basic Plan 4,36346,Highmark Blue Shield of Northeastern New York,NY,321.0,2655.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.366987
plan_NY_145,Highmark Blue Shield of Northeastern New York Standard Plan 1,36346,Highmark Blue Shield of Northeastern New York,NY,489.0,1135.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.365988
plan_NY_146,Highmark Blue Shield of Northeastern New York Premium Plan 2,36346,Highmark Blue Shield of Northeastern New York,NY,525.0,1144.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.366987
plan_NY_147,Highmark Blue Shield of Northeastern New York Gold Plan 3,36346,Highmark Blue Shield of Northeastern New York,NY,592.0,841.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.366987
plan_NY_149,Highmark Western and Northeastern New York Bronze Plan 1,40064,Highmark Western and Northeastern New York,NY,251.0,1255.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.366987
plan_NY_152,Highmark Western and Northeastern New York Standard Plan 4,40064,Highmark Western and Northeastern New York,NY,304.0,1494.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.366987
plan_NY_151,Highmark Western and Northeastern New York Gold Plan 3,40064,Highmark Western and Northeastern New York,NY,712.0,1328.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.366987
plan_NY_150,Highmark Western and Northeastern New York Premium Plan 2,40064,Highmark Western and Northeastern New York,NY,760.0,1173.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.366987
plan_NY_121,"Independent Health Association, Inc Basic Plan 4",70552,"Independent Health Association, Inc",NY,388.0,2198.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.362987
plan_NY_119,"Independent Health Association, Inc Silver Plan 2",70552,"Independent Health Association, Inc",NY,460.0,1002.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.361987
plan_NY_118,"Independent Health Association, Inc Gold Plan 1",70552,"Independent Health Association, Inc",NY,703.0,1438.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.361987
plan_NY_120,"Independent Health Association, Inc Premium Plan 3",70552,"Independent Health Association, Inc",NY,781.0,613.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.361987
plan_NY_123,Independent Health Benefits Corporation Standard Plan 2,18029,Independent Health Benefits Corporation,NY,460.0,1459.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.362987
plan_NY_122,Independent Health Benefits Corporation Premium Plan 1,18029,Independent Health Benefits Corporation,NY,692.0,916.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.362987
plan_NY_88,MAMSI  Life and Health Insurance Company Silver Plan 1,45890,MAMSI  Life and Health Insurance Company,NY,522.0,2069.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.355987
plan_NY_89,MAMSI  Life and Health Insurance Company Premium Plan 2,45890,MAMSI  Life and Health Insurance Company,NY,698.0,1053.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.356989
plan_NY_76,Mutual of Omaha Insurance Company Basic Plan 1,48149,Mutual of Omaha Insurance Company,NY,361.0,3000.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.353988
plan_NY_77,Mutual of Omaha Insurance Company Basic Plan 2,48149,Mutual of Omaha Insurance Company,NY,393.0,1140.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.353988
plan_NY_78,Mutual of Omaha Insurance Company Standard Plan 3,48149,Mutual of Omaha Insurance Company,NY,437.0,2227.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.353988
plan_NY_91,PacifiCare Life Assurance Company Bronze Plan 2,15336,PacifiCare Life Assurance Company,NY,214.0,2971.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.8,2025-10-23T20:00:28.356989
plan_NY_90,PacifiCare Life Assurance Company Premium Plan 1,15336,PacifiCare Life Assurance Company,NY,514.0,1261.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.356989
plan_NY_92,PacifiCare Life and Health Insurance Co Silver Plan 1,65713,PacifiCare Life and Health Insurance Co,NY,338.0,2156.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.357987
plan_NY_93,PacifiCare Life and Health Insurance Co Premium Plan 2,65713,PacifiCare Life and Health Insurance Co,NY,548.0,725.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.357987
plan_NY_131,Principal Life Insurance Company Basic Plan 3,61642,Principal Life Insurance Company,NY,270.0,1805.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.363987
plan_NY_129,Principal Life Insurance Company Silver Plan 1,61642,Principal Life Insurance Company,NY,321.0,1203.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.7,2025-10-23T20:00:28.363987
plan_NY_132,Principal Life Insurance Company Gold Plan 4,61642,Principal Life Insurance Company,NY,742.0,1086.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.363987
plan_NY_130,Principal Life Insurance Company Gold Plan 2,61642,Principal Life Insurance Company,NY,792.0,1099.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.363987
plan_NY_100,Prudential Insurance Company of America Basic Plan 1,42564,Prudential Insurance Company of America,NY,313.0,2340.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.358989
plan_NY_102,Prudential Insurance Company of America Bronze Plan 3,42564,Prudential Insurance Company of America,NY,318.0,1620.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.1,2025-10-23T20:00:28.359987
plan_NY_103,Prudential Insurance Company of America Silver Plan 4,42564,Prudential Insurance Company of America,NY,396.0,2139.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.359987
plan_NY_101,Prudential Insurance Company of America Silver Plan 2,42564,Prudential Insurance Company of America,NY,479.0,2222.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.359987
plan_NY_128,State Farm Mutual Automobile Ins. Co. Basic Plan 2,28623,State Farm Mutual Automobile Ins. Co.,NY,336.0,1641.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.363987
plan_NY_127,State Farm Mutual Automobile Ins. Co. Standard Plan 1,28623,State Farm Mutual Automobile Ins. Co.,NY,569.0,2091.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.362987
plan_NY_97,Thrivent Financial for Lutherans Bronze Plan 4,60589,Thrivent Financial for Lutherans,NY,357.0,2133.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.358989
plan_NY_94,Thrivent Financial for Lutherans Silver Plan 1,60589,Thrivent Financial for Lutherans,NY,378.0,996.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.357987
plan_NY_95,Thrivent Financial for Lutherans Premium Plan 2,60589,Thrivent Financial for Lutherans,NY,626.0,1286.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.357987
plan_NY_96,Thrivent Financial for Lutherans Gold Plan 3,60589,Thrivent Financial for Lutherans,NY,675.0,1130.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.2,2025-10-23T20:00:28.358989
plan_NY_98,Trustmark Insurance Company Standard Plan 1,59625,Trustmark Insurance Company,NY,538.0,1877.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.358989
plan_NY_99,Trustmark Insurance Company Premium Plan 2,59625,Trustmark Insurance Company,NY,563.0,1498.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.358989
plan_NY_108,UnitedHealthcare Basic Plan 2,54297,UnitedHealthcare,NY,285.0,2933.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.360987
plan_NY_107,UnitedHealthcare Bronze Plan 1,54297,UnitedHealthcare,NY,377.0,1493.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.4,2025-10-23T20:00:28.360987
plan_NY_109,UnitedHealthcare Silver Plan 3,54297,UnitedHealthcare,NY,474.0,1664.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.3,2025-10-23T20:00:28.360987
plan_NY_81,UnitedHealthcare Life Insurance Company Bronze Plan 3,70575,UnitedHealthcare Life Insurance Company,NY,258.0,1902.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.354988
plan_NY_79,UnitedHealthcare Life Insurance Company Premium Plan 1,70575,UnitedHealthcare Life Insurance Company,NY,678.0,1077.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.5,2025-10-23T20:00:28.354988
plan_NY_80,UnitedHealthcare Life Insurance Company Premium Plan 2,70575,UnitedHealthcare Life Insurance Company,NY,792.0,1019.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",4.5,2025-10-23T20:00:28.354988
plan_NY_124,UnitedHealthcare Oxford Basic Plan 1,26420,UnitedHealthcare Oxford,NY,210.0,2607.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.6,2025-10-23T20:00:28.362987
plan_NY_104,UnitedHealthcare Oxford Bronze Plan 1,85629,UnitedHealthcare Oxford,NY,211.0,2776.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.9,2025-10-23T20:00:28.359987
plan_NY_105,UnitedHealthcare Oxford Basic Plan 2,85629,UnitedHealthcare Oxford,NY,216.0,1059.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.359987
plan_NY_106,UnitedHealthcare Oxford Bronze Plan 3,85629,UnitedHealthcare Oxford,NY,294.0,2618.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.359987
plan_NY_126,UnitedHealthcare Oxford Bronze Plan 3,26420,UnitedHealthcare Oxford,NY,386.0,1101.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.362987
plan_NY_125,UnitedHealthcare Oxford Gold Plan 2,26420,UnitedHealthcare Oxford,NY,594.0,906.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental, Vision, Maternity Care","Cosmetic Surgery, Experimental Treatments",3.6,2025-10-23T20:00:28.362987
plan_NY_114,Univera Healthcare Basic Plan 1,46477,Univera Healthcare,NY,219.0,1203.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",4.7,2025-10-23T20:00:28.361987
plan_NY_116,Univera Healthcare Bronze Plan 3,46477,Univera Healthcare,NY,250.0,2405.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs","Cosmetic Surgery, Experimental Treatments",3.8,2025-10-23T20:00:28.361987
plan_NY_117,Univera Healthcare Silver Plan 4,46477,Univera Healthcare,NY,450.0,1342.0,individual,ppo,"Preventive Care, Emergency Services, Prescription Drugs, Mental Health, Dental","Cosmetic Surgery, Experimental Treatments",4.0,2025-10-23T20:00:28.361987
